Time (sec),Force (N),Position (mm),Stress (Pa),Strain (m/m)
103,8300,7.46,76900000,0.150
103,8290,7.47,76800000,0.150
103,8290,7.48,76800000,0.150
103,8290,7.49,76900000,0.150
103,8290,7.50,76900000,0.151
103,8300,7.50,76900000,0.151
103,8300,7.51,76900000,0.151
104,8300,7.52,76900000,0.151
104,8300,7.53,76900000,0.151
104,8300,7.54,76900000,0.151
104,8300,7.54,77000000,0.151
104,8310,7.55,77000000,0.152
104,8300,7.56,77000000,0.152
104,8310,7.57,77000000,0.152
104,8310,7.58,77000000,0.152
104,8300,7.58,77000000,0.152
104,8310,7.59,77000000,0.152
105,8300,7.60,77000000,0.153
105,8300,7.61,77000000,0.153
105,8310,7.62,77000000,0.153
105,8300,7.62,77000000,0.153
105,8310,7.63,77000000,0.153
105,8320,7.64,77100000,0.153
105,8320,7.65,77100000,0.154
105,8330,7.66,77200000,0.154
105,8330,7.66,77200000,0.154
105,8330,7.67,77200000,0.154
105,8340,7.68,77300000,0.154
106,8340,7.69,77300000,0.154
106,8340,7.70,77300000,0.155
106,8350,7.70,77400000,0.155
106,8340,7.71,77300000,0.155
106,8340,7.72,77300000,0.155
106,8340,7.73,77300000,0.155
106,8340,7.74,77300000,0.155
106,8330,7.74,77200000,0.156
106,8330,7.75,77200000,0.156
106,8320,7.76,77100000,0.156
107,8320,7.77,77100000,0.156
107,8310,7.78,77000000,0.156
107,8300,7.78,76900000,0.156
107,8300,7.79,76900000,0.156
107,8280,7.80,76800000,0.157
107,8280,7.81,76800000,0.157
107,8280,7.82,76700000,0.157
107,8270,7.83,76600000,0.157
107,8260,7.83,76600000,0.157
107,8260,7.84,76600000,0.157
107,8250,7.85,76500000,0.158
108,8250,7.86,76500000,0.158
108,8240,7.87,76400000,0.158
108,8240,7.87,76300000,0.158
108,8230,7.88,76300000,0.158
108,8220,7.89,76200000,0.158
108,8220,7.90,76200000,0.159
108,8220,7.91,76200000,0.159
108,8220,7.91,76200000,0.159
108,8210,7.92,76100000,0.159
108,8220,7.93,76200000,0.159
109,8210,7.94,76100000,0.159
109,8210,7.95,76100000,0.160
109,8210,7.95,76100000,0.160
109,8210,7.96,76100000,0.160
109,8200,7.97,76100000,0.160
109,8200,7.98,76000000,0.160
109,8200,7.99,76000000,0.160
109,8200,7.99,76000000,0.161
109,8190,8.00,75900000,0.161
109,8190,8.01,75900000,0.161
110,8190,8.02,75900000,0.161
110,8190,8.03,75900000,0.161
110,8190,8.03,75900000,0.161
110,8190,8.05,75900000,0.162
