Time (sec),Force (N),Position (mm),Stress (Pa),Strain (%)
53.5,2230,7.17,19200000,7.17
53.5,2230,7.18,19100000,7.18
53.6,2220,7.19,19100000,7.19
53.6,2230,7.19,19100000,7.20
53.7,2230,7.20,19100000,7.21
53.7,2230,7.21,19100000,7.22
53.8,2240,7.22,19200000,7.22
53.8,2240,7.23,19200000,7.23
53.9,2250,7.24,19300000,7.24
53.9,2250,7.25,19300000,7.25
54.0,2260,7.25,19400000,7.26
54.0,2270,7.26,19500000,7.27
54.1,2280,7.27,19500000,7.28
54.1,2280,7.28,19600000,7.28
54.2,2290,7.29,19600000,7.29
54.2,2300,7.30,19700000,7.30
54.3,2300,7.31,19800000,7.31
54.3,2310,7.31,19800000,7.32
54.4,2320,7.32,19900000,7.33
54.4,2320,7.33,19900000,7.33
54.5,2330,7.34,20000000,7.34
54.5,2340,7.35,20100000,7.35
54.6,2340,7.36,20100000,7.36
54.6,2350,7.37,20200000,7.37
54.7,2360,7.37,20200000,7.38
54.7,2360,7.38,20300000,7.39
54.8,2370,7.39,20300000,7.39
54.8,2380,7.40,20400000,7.40
54.9,2380,7.41,20400000,7.41
54.9,2390,7.42,20500000,7.42
55.0,2390,7.42,20600000,7.43
55.0,2400,7.43,20600000,7.44
55.1,2410,7.44,20600000,7.45
55.1,2410,7.45,20700000,7.45
55.2,2420,7.46,20700000,7.46
55.2,2420,7.47,20800000,7.47
55.3,2430,7.48,20800000,7.48
55.3,2430,7.48,20900000,7.49
55.4,2440,7.49,20900000,7.50
55.4,2440,7.50,21000000,7.51
55.5,2450,7.51,21000000,7.51
55.5,2450,7.52,21000000,7.52
55.6,2460,7.53,21100000,7.53
55.6,2460,7.54,21100000,7.54
55.7,2460,7.54,21100000,7.55
55.8,2470,7.55,21200000,7.56
55.8,2470,7.56,21200000,7.57
55.9,2470,7.57,21200000,7.57
55.9,2480,7.58,21300000,7.58
56.0,2480,7.59,21300000,7.59
56.0,2490,7.60,21300000,7.60
56.1,2490,7.60,21400000,7.61
56.1,2490,7.61,21400000,7.62
56.2,2500,7.62,21400000,7.62
56.2,2500,7.63,21500000,7.63
56.3,2500,7.64,21500000,7.64
56.3,2510,7.65,21500000,7.65
56.4,2510,7.65,21600000,7.66
56.4,2510,7.66,21600000,7.67
56.5,2520,7.67,21600000,7.68
56.5,2520,7.68,21600000,7.68
56.6,2520,7.69,21700000,7.69
56.6,2530,7.70,21700000,7.70
56.7,2530,7.71,21700000,7.71
56.7,2530,7.71,21800000,7.72
56.8,2540,7.72,21800000,7.73
56.8,2540,7.73,21800000,7.74
56.9,2540,7.74,21800000,7.74
56.9,2550,7.75,21800000,7.75
57.0,2550,7.76,21900000,7.76
57.0,2550,7.77,21900000,7.77
57.1,2550,7.77,21900000,7.78
57.1,2560,7.78,21900000,7.79
57.2,2560,7.79,22000000,7.80
57.2,2560,7.80,22000000,7.80
57.3,2560,7.81,22000000,7.81
57.3,2570,7.82,22000000,7.82
57.4,2570,7.83,22100000,7.83
57.4,2570,7.83,22100000,7.84
57.5,2570,7.84,22100000,7.85
57.5,2580,7.85,22100000,7.85
57.6,2580,7.86,22100000,7.86
57.6,2580,7.87,22200000,7.87
57.7,2580,7.88,22200000,7.88
57.7,2590,7.88,22200000,7.89
57.8,2590,7.89,22200000,7.90
57.8,2590,7.90,22200000,7.91
57.9,2600,7.91,22300000,7.91
57.9,2600,7.92,22300000,7.92
58.0,2600,7.93,22300000,7.93
58.1,2600,7.94,22400000,7.94
58.1,2610,7.94,22400000,7.95
58.2,2610,7.95,22400000,7.96
58.2,2610,7.96,22400000,7.97
58.3,2620,7.97,22500000,7.97
58.3,2620,7.98,22500000,7.98
58.4,2620,7.99,22500000,7.99
58.4,2620,8.00,22500000,8.00
58.5,2630,8.00,22600000,8.01
58.5,2630,8.01,22600000,8.02
58.6,2630,8.02,22600000,8.03
58.6,2640,8.03,22600000,8.03
58.7,2640,8.04,22600000,8.04
58.7,2640,8.05,22700000,8.05
58.8,2640,8.06,22700000,8.06
58.8,2640,8.06,22700000,8.07
58.9,2650,8.07,22700000,8.08
58.9,2650,8.08,22800000,8.09
59.0,2650,8.09,22800000,8.09
59.0,2660,8.10,22800000,8.10
59.1,2660,8.11,22800000,8.11
59.1,2660,8.11,22800000,8.12
59.2,2660,8.12,22900000,8.13
59.2,2670,8.13,22900000,8.14
59.3,2670,8.14,22900000,8.14
59.3,2670,8.15,22900000,8.15
59.4,2670,8.16,23000000,8.16
59.4,2680,8.17,23000000,8.17
59.5,2680,8.17,23000000,8.18
59.5,2680,8.18,23000000,8.19
59.6,2680,8.19,23000000,8.20
59.6,2690,8.20,23100000,8.20
59.7,2690,8.21,23100000,8.21
59.7,2690,8.22,23100000,8.22
59.8,2690,8.23,23100000,8.23
59.8,2700,8.23,23100000,8.24
59.9,2700,8.24,23200000,8.25
59.9,2700,8.25,23200000,8.26
60.0,2700,8.26,23200000,8.26
60.0,2700,8.27,23200000,8.27
60.1,2710,8.28,23200000,8.28
60.1,2710,8.29,23300000,8.29
60.2,2710,8.29,23300000,8.30
60.2,2710,8.30,23300000,8.31
60.3,2720,8.31,23300000,8.32
60.4,2720,8.32,23300000,8.32
60.4,2720,8.33,23300000,8.33
60.5,2720,8.34,23400000,8.34
60.5,2730,8.35,23400000,8.35
60.6,2730,8.35,23400000,8.36
60.6,2730,8.36,23400000,8.37
60.7,2730,8.37,23500000,8.37
60.7,2730,8.38,23500000,8.38
60.8,2740,8.39,23500000,8.39
60.8,2740,8.40,23500000,8.40
60.9,2740,8.40,23500000,8.41
60.9,2740,8.41,23500000,8.42
61.0,2740,8.42,23600000,8.43
61.0,2750,8.43,23600000,8.43
61.1,2750,8.44,23600000,8.44
61.1,2750,8.45,23600000,8.45
61.2,2750,8.46,23600000,8.46
61.2,2760,8.46,23700000,8.47
61.3,2760,8.47,23700000,8.48
61.3,2760,8.48,23700000,8.49
61.4,2760,8.49,23700000,8.49
61.4,2770,8.50,23700000,8.50
61.5,2770,8.51,23700000,8.51
61.5,2770,8.52,23800000,8.52
61.6,2770,8.52,23800000,8.53
61.6,2770,8.53,23800000,8.54
61.7,2780,8.55,23800000,8.55
